APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,lon,lat,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
2651005016,01/13/2020,Single Family,14800 W CALAHAN ST,LOS ANGELES,CA,91402,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45556,34.23626,POINT (-118.45556 34.23626),19730,133,407,,3,59
2027013002,01/06/2020,Single Family,7210 N DARNOCH WAY,LOS ANGELES,CA,91307,12,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,-118.64448,34.20137,POINT (-118.64448 34.20137),4283,282,1548,,2,44
2618018003,01/17/2020,Multi-Family,10489 N LAUREL CANYON BLVD,LOS ANGELES,CA,91331,7,BSI Financial Services,customer care,800-327-7861,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.43434,34.2606,POINT (-118.43434 34.2606),18907,26,505,,1,11
2005008019,01/08/2020,Single Family,8350 N WOODLAKE AVE,LOS ANGELES,CA,91304,12,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.63182,34.22105,POINT (-118.63182 34.22105),4279,91,1459,,2,44
4326003033,01/21/2020,Single Family,10550 W WILSHIRE BLVD 1-50,LOS ANGELES,CA,90024,5,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.43255,34.06277,POINT (-118.43255 34.06277),23442,857,496,9,6,72
2182018011,01/25/2020,Single Family,4567 N WHITE OAK PL,LOS ANGELES,CA,91316,5,GULAM JELLAN c/o BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGUARD PROPERTEIS,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52201,34.15347,POINT (-118.52201 34.15347),4286,328,662,,6,62
2543027004,02/21/2020,Single Family,9995 N WORNOM AVE,LOS ANGELES,CA,91040,7,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.35256,34.25201,POINT (-118.35256 34.25201),3221,14,1373,8,1,9
5592022021,01/09/2020,Single Family,3410 N LOWRY ROAD,LOS ANGELES,CA,90027,4,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.27868,34.11478,POINT (-118.27868 34.11478),23445,397,545,,7,3
6014018021,01/08/2020,Single Family,1215 W 68TH ST,LOS ANGELES,CA,90044,8,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29638,33.97794,POINT (-118.29638 33.97794),23675,771,1160,7,14,35
6061025004,03/30/2020,Single Family,542 W 105TH ST,LOS ANGELES,CA,90044,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.28426,33.94063,POINT (-118.28426 33.94063),23675,813,1171,7,14,45
2238008005,02/17/2020,Single Family,6702 N RANCHITO AVE,VAN NUYS,CA,91405,2,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43549,34.19232,POINT (-118.43549 34.19232),19733,235,508,,5,70
2039015007,02/18/2020,Single Family,6033 N FALLBROOK AVE,LOS ANGELES,CA,91367,3,Axos Bank,Wayne Dabney,714-250-3000,First American Trustee Servicing Solutions,First American Trustee Servicing Solutions,5   First American WAY  Santa Ana CA 92707,877-338-3791,-118.62357,34.18014,POINT (-118.62357 34.18014),19347,300,1479,,4,49
2683015006,01/14/2020,Single Family,16655 W JERSEY ST,LOS ANGELES,CA,91344,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.4954,34.26783,POINT (-118.4954 34.26783),19329,77,1240,,2,79
5050002003,01/30/2020,Multi-Family,2636 S VIRGINIA RD,LOS ANGELES,CA,90016,10,Champion Mortgage,Brenda Ward,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.33933,34.03145,POINT (-118.33933 34.03145),23077,668,926,7,12,17
2220004092,01/31/2020,Single Family,15048 W SHERMAN WAY,LOS ANGELES,CA,91405,6,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.46081,34.2009,POINT (-118.46081 34.2009),19733,230,287,,3,18
2221002020,01/08/2020,Single Family,15102 W SATICOY ST,VAN NUYS,CA,91405,6,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.46209,34.20832,POINT (-118.46209 34.20832),19733,218,581,,3,18
5561013009,02/14/2020,Single Family,9270 W KINGLET DR,HOLLYWOOD,CA,90069,4,"HIF Lenders II, LLC",Gregg Bernstein,310-400-5631,Rodeo Capital,Richard Katz,11601   Wilshire BLVD 2410 Los Angeles CA 90025,310-400-5631,-118.39175,34.1006,POINT (-118.39175 34.1006),24034,459,729,,7,81
2781003025,01/16/2020,Single Family,20328 W GRESHAM ST,LOS ANGELES,CA,91306,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.57648,34.23066,POINT (-118.57648 34.23066),4282,102,935,,4,66
2384003062,03/12/2020,Single Family,12527 W TOLENAS DR,LOS ANGELES,CA,91604,2,"Wooshies, inc.",shawn ahdoot,818-987-5367,"wooshies, inc.",shawn ahdoot,20335   Ventura blvd ST 200 woodland hills CA 91364,818-987-5367,-118.40605,34.13938,POINT (-118.40605 34.13938),8492,352,710,,5,84
6031008018,01/14/2020,Multi-Family,203 W 75TH ST,LOS ANGELES,CA,90003,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.27622,33.97189,POINT (-118.27622 33.97189),22352,792,1004,7,13,46
5451026007,01/10/2020,Single Family,3749 N GLENALBYN DR,LOS ANGELES,CA,90065,1,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.21617,34.0931,POINT (-118.21617 34.0931),24030,377,482,13,11,92
2769013003,01/03/2020,Single Family,18215 W RAYEN ST,LOS ANGELES,CA,91325,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.53007,34.23194,POINT (-118.53007 34.23194),18514,108,1539,,2,65
2130022030,01/15/2020,Single Family,7113 N TUNNEY AVE,LOS ANGELES,CA,91335,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.55712,34.19962,POINT (-118.55712 34.19962),18909,269,1466,,4,12
2214022019,01/08/2020,Single Family,7733 N CHERRYSTONE AVE,LOS ANGELES,CA,91402,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.43478,34.21071,POINT (-118.43478 34.21071),19730,150,471,,3,59
2341007019,02/05/2020,Single Family,12830 W TIARA ST,LOS ANGELES,CA,91607,2,1139 Beverly LLC,Matt Moriarity,816-360-4184,NULL,NULL,,NULL,-118.41286,34.17836,POINT (-118.41286 34.17836),8890,200,525,,5,70
5114025031,01/16/2020,Single Family,1191 E 33RD ST,LOS ANGELES,CA,90011,9,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.25436,34.01375,POINT (-118.25436 34.01375),22727,708,892,7,13,6
5420020012,01/23/2020,Single Family,1623 W BAXTER ST,LOS ANGELES,CA,90026,13,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.25076,34.08986,POINT (-118.25076 34.08986),23444,480,1427,,8,31
2384024016,01/07/2020,Single Family,3250 N COLDWATER CANYON AVE,LOS ANGELES,CA,91604,2,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.4096,34.13332,POINT (-118.4096 34.13332),8492,352,1236,11,5,84
6119013021,02/14/2020,Single Family,14116 S AINSWORTH ST,LOS ANGELES,CA,90247,15,US Bank National Association,Susan Schell,800-365-7772,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-739-2900,-118.29012,33.90315,POINT (-118.29012 33.90315),24684,940,1243,7,15,53
2601041062,01/16/2020,Single Family,17415 W MAYERLING ST,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.51367,34.28323,POINT (-118.51367 34.28323),19329,54,1409,,2,78
2307025053,01/23/2020,Single Family,7444 N BELLINGHAM AVE,LOS ANGELES,CA,91605,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.39874,34.20604,POINT (-118.39874 34.20604),8888,178,1273,,5,14
2173002033,01/14/2020,Single Family,4348 N TOPANGA CANYON BLVD,LOS ANGELES,CA,91364,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.60512,34.14776,POINT (-118.60512 34.14776),19346,314,1488,11,4,49
4125013070,01/03/2020,Single Family,8710  BELFORD,LOS ANGELES,CA,90045,11,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.38381,33.95873,POINT (-118.38381 33.95873),23676,934,1070,10,10,16
6005003005,01/22/2020,Single Family,318 W 61ST ST,LOS ANGELES,CA,90003,9,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.27903,33.9841,POINT (-118.27903 33.9841),22352,785,993,7,13,46
5548016027,01/06/2020,Single Family,6925 W DE LONGPRE AVE,HOLLYWOOD,CA,90028,4,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,-118.34138,34.09626,POINT (-118.34138 34.09626),23446,414,974,,7,34
5047003025,01/06/2020,Single Family,3514 S CLYDE AVE,LOS ANGELES,CA,90016,10,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.36887,34.02258,POINT (-118.36887 34.02258),23077,669,1514,,12,17
2532010072,01/24/2020,Single Family,12345 W STONEGATE RD,LOS ANGELES,CA,91331,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.40066,34.28041,POINT (-118.40066 34.28041),18912,17,248,,1,9
2615027052,03/10/2020,Single Family,10841 N SHARP AVE,LOS ANGELES,CA,91345,7,The Bank of New York Mello,Doug Randall,303-470-3633,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.44638,34.26711,POINT (-118.44638 34.26711),19330,70,380,,1,4
2231023055,01/07/2020,Multi-Family,6512 N BALBOA BLVD,VAN NUYS,CA,91406,6,CALIBER HOME LOANS,VPR DEPARTMENT,213-345-6264,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835,-118.50089,34.1891,POINT (-118.50089 34.1891),19734,262,297,,3,61
5006014029,01/06/2020,Single Family,5465 S 9TH AVE,LOS ANGELES,CA,90043,8,OLIVER W TAYLOR c/o RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.32712,33.99121,POINT (-118.32712 33.99121),23674,752,1036,7,14,24
5041027020,01/07/2020,Multi-Family,1535 1/2 W 37TH PL,LOS ANGELES,CA,90018,8,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.3041,34.0201,POINT (-118.3041 34.0201),23079,690,912,7,14,32
2375015054,01/27/2020,Single Family,4242 N BEEMAN AVE,LOS ANGELES,CA,91604,2,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.40717,34.14806,POINT (-118.40717 34.14806),8492,346,1505,,5,84
2627018012,01/07/2020,Single Family,13088 W RELIANCE ST,LOS ANGELES,CA,91331,6,bayview,Willie Walton,714-848-7920,MCS - Bayview,Ingrid Lopez,12901  SW 132nd AVE  miami FL 33186,786-871-0849,-118.418,34.23303,POINT (-118.418 34.23303),18907,128,454,,3,41
2621006028,01/24/2020,Single Family,13649 W GARBER ST,LOS ANGELES,CA,91331,6,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.43055,34.24823,POINT (-118.43055 34.24823),18907,129,405,,3,41
5571027007,02/20/2020,Single Family,1962 N WATTLES DR,LOS ANGELES,CA,90046,4,CRAIG A WALTON c/o BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.35615,34.10696,POINT (-118.35615 34.10696),23677,456,625,,7,82
2727003022,01/31/2020,Single Family,22500 W NEEDLES ST,LOS ANGELES,CA,91311,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.61708,34.24659,POINT (-118.61708 34.24659),4284,96,370,53,2,43
4305002028,03/10/2020,Single Family,9116 W ALCOTT ST,LOS ANGELES,CA,90035,5,CENLAR MORTGAGE FSB,PATRICIA BRACEY,609-883-3900,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.39055,34.05413,POINT (-118.39055 34.05413),23666,873,820,,6,95
2619008007,03/09/2020,Single Family,13816 W DAVENTRY ST,LOS ANGELES,CA,91331,7,"Cenlar FSB,",Tina Santos,866-563-1100,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.43307,34.26679,POINT (-118.43307 34.26679),18907,25,505,,1,11
2337020018,01/06/2020,Single Family,5940 N FULCHER AVE,LOS ANGELES,CA,91601,2,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.37296,34.17891,POINT (-118.37296 34.17891),8488,197,1077,,5,13
5478032019,01/10/2020,Single Family,5685 E ALDAMA ST,LOS ANGELES,CA,90042,1,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.1951,34.11538,POINT (-118.1951 34.11538),23673,370,584,,11,93
5454036020,03/04/2020,Multi-Family,2644 E ARVIA ST,LOS ANGELES,CA,90065,1,Franklin Credit Management Corp,DK Knight,201-604-1800,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.22976,34.09575,POINT (-118.22976 34.09575),24030,378,1364,,11,94
2671025031,01/06/2020,Single Family,15956 W VINCENNES ST,LOS ANGELES,CA,91343,12,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.48033,34.24089,POINT (-118.48033 34.24089),18914,117,1096,,2,88
4107024029,01/23/2020,Multi-Family,8441 S KITTYHAWK AVE,WESTCHESTER,CA,90045,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.38869,33.9616,POINT (-118.38869 33.9616),23676,925,1069,10,10,16
4118007168,01/18/2020,Single Family,8130 E REDLANDS ST 1-15,LOS ANGELES,CA,90293,11,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.43701,33.95659,POINT (-118.43701 33.95659),25075,930,1253,10,10,16
6033011033,01/21/2020,Single Family,1300 W 82ND ST,LOS ANGELES,CA,90044,8,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.29839,33.96429,POINT (-118.29839 33.96429),23675,781,1162,7,14,20
2745013031,01/24/2020,Single Family,10204 N HANNA AVE,LOS ANGELES,CA,91311,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.60767,34.25562,POINT (-118.60767 34.25562),4284,90,271,,2,43
2274003005,02/01/2020,Single Family,3952 N BEVERLY GLEN BLVD,LOS ANGELES,CA,91423,4,BANC OF CALIFORNIA NATIONAL ASSOCIATION,RICH FIKE,847-550-7497,Los Angeles County Property Preservation,Eddie Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.44787,34.14258,POINT (-118.44787 34.14258),19736,341,342,,7,83
2151038038,01/21/2020,Single Family,20662 W CLARK ST,LOS ANGELES,CA,91367,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.58219,34.1689,POINT (-118.58219 34.1689),19347,305,1556,,4,49
6059002008,01/23/2020,Single Family,10034 S HOBART BLVD,LOS ANGELES,CA,90047,8,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.30772,33.94432,POINT (-118.30772 33.94432),23678,779,1170,7,14,20
2315013011,01/22/2020,Single Family,11027 W COHASSET ST,LOS ANGELES,CA,91352,2,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.37126,34.20674,POINT (-118.37126 34.20674),19335,170,1298,,5,21
6074007010,01/23/2020,Single Family,118 W 105TH ST,LOS ANGELES,CA,90003,8,"HSBC Bank USA, National Association, as Trustee",Douglas Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.27463,33.94092,POINT (-118.27463 33.94092),22352,812,1191,7,14,45
2612020001,01/10/2020,Single Family,11663 N JACKMAN AVE,LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45451,34.28299,POINT (-118.45451 34.28299),18912,58,1405,,1,47
2237007012,01/22/2020,Single Family,14214 W ARCHWOOD ST,LOS ANGELES,CA,91405,2,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.4422,34.19283,POINT (-118.4422 34.19283),19733,236,316,,5,18
5175007013,01/15/2020,Multi-Family,2204 1/2 E CITY VIEW AVE,LOS ANGELES,CA,90033,14,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.20707,34.05131,POINT (-118.20707 34.05131),23450,512,509,,9,38
2688029068,01/31/2020,Single Family,16815 W PARTHENIA ST,LOS ANGELES,CA,91343,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.49862,34.22862,POINT (-118.49862 34.22862),18914,119,1417,,2,65
5569037017,01/08/2020,Non-Residential,08012 HAPPY LN,LOS ANGELES,CA,90046,4,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.362081,34.108455,POINT (-118.362081 34.108455),23677,457,625,,7,82
2104001004,03/11/2020,Single Family,19216 W ROSCOE BLVD,LOS ANGELES,CA,91324,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.55188,34.22031,POINT (-118.55188 34.22031),18513,255,1546,,4,12
5160022038,01/10/2020,Multi-Family,427 1/2 N BOYLSTON ST,LOS ANGELES,CA,90012,1,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.25308,34.06456,POINT (-118.25308 34.06456),23444,548,397,54,11,31
2410021012,02/10/2020,Single Family,10657 W SHERMAN WAY,LOS ANGELES,CA,91352,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.36263,34.20136,POINT (-118.36263 34.20136),19335,171,481,,5,21
6003023025,02/15/2020,Single Family,1035 W 62ND ST,LOS ANGELES,CA,90044,9,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.29272,33.98335,POINT (-118.29272 33.98335),23675,766,1157,7,13,2
4384031001,01/06/2020,Single Family,2260 N SAN YSIDRO DR,LOS ANGELES,CA,90210,5,AB Capital,Justin Johnson,949-383-4763,NULL,NULL,,NULL,-118.42462,34.11244,POINT (-118.42462 34.11244),24346,826,723,,6,81
2023024005,01/31/2020,Single Family,22259 W VALERIO ST,LOS ANGELES,CA,91303,3,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.61235,34.2045,POINT (-118.61235 34.2045),4278,278,1464,,4,37
6032030010,01/22/2020,Multi-Family,8018 S FIGUEROA ST,LOS ANGELES,CA,90003,8,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.28249,33.96625,POINT (-118.28249 33.96625),22352,782,1005,7,14,45
